Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (Config const&, CNode*, CConnman&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (Config const&, CNode*, CConnman&)>, boost::function<void (boost::signals2::connection const&, Config const&, CNode*, CConnman&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (Config const&, CNode*, CConnman&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (Config const&, CNode*, CConnman&)>, boost::function<void (boost::signals2::connection const&, Config const&, CNode*, CConnman&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (Config const&, CNode*, CConnman&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (Config const&, CNode*, CConnman&)>, boost::function<void (boost::signals2::connection const&, Config const&, CNode*, CConnman&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (uint256 const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (uint256 const&)>, boost::function<void (boost::signals2::connection const&, uint256 const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (uint256 const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (uint256 const&)>, boost::function<void (boost::signals2::connection const&, uint256 const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (uint256 const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (uint256 const&)>, boost::function<void (boost::signals2::connection const&, uint256 const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (uint256 const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (uint256 const&)>, boost::function<void (boost::signals2::connection const&, uint256 const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::function<void (boost::signals2::connection const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CTransaction const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CTransaction const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CTransaction const> const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CTransaction const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CTransaction const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CTransaction const> const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CTransaction const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CTransaction const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CTransaction const> const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CTransaction const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CTransaction const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CTransaction const> const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CBlock const> const&, CBlockIndex const*, std::vector<std::shared_ptr<CTransaction const>, std::allocator<std::shared_ptr<CTransaction const> > > const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
  0.00     95.88     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::shared_ptr<CTransaction const>, MemPoolRemovalReason)>, boost::function<void (boost::signals2::connection const&, std::shared_ptr<CTransaction const>, MemPoolRemovalReason)>, boost::signals2::mutex>::invocation_state>::dispose()
